review_text,content_stem,review_rating,target
easy to get along with others,easi get along other,5,0
server error when setting up shopee wallet. please fix asap,server error set wallet pleas fix asap,5,0
great job thank you,great job thank,5,0
"maganda at malinaw, malakas ang music thank you",maganda malinaw malaka music thank,5,0
it was a nice app.,nice,5,0
love shopeeeeeeeee,love shopeeeeeeee,5,0
"ok sana eh. kaso yung pinadeliver nila, hindi naman yun yung order ko . tapos may return or refund tapos ano mangyayari? pag pinadala na namin bayad naman kami sa lbc para sa shipping fee. sana ayusin nila,maayos kaming bumibili tapos ano to lukuhan lang.",ok sana eh kaso pinadeliv yun order tapo return refund tapo mangyayari pag pinadala bayad lbc ship fee sana ayusin maayo kame bumibili tapo lukuhan,1,1
nice app..,nice,5,0
satistfy,satistfi,5,0
i enjoy this apps,enjoy app,5,0
because it's has more free shipping no hustle,free ship hustl,5,0
lahat ng items maganda,maganda,5,0
very satisfy with their service,satisfi servic,5,0
you can shop the cheapest but with quality products.,shop cheapest qualiti product,5,0
bobong app mas maganda pa lazada. nag top ako tas puro try again ampota. may signal naman ako tas wala namang mali sa ni enter ko. bwisit.,bobong ma maganda lazada nag top ta puro tri ampota signal ta wala namang mali enter bwisit,1,1
ok n man...,ok n man,5,0
it was a very good app to order everything i need.😁😁😁,good order everyth need,5,0
thanks shopee dati di ako namimili kase tamad ako pumunta sa mall pero now pwede nako bumuli ng anything items . 🤗☺,thank dati namimili kase tamad mall pwede nako bumuli anyth,4,0
"the delivery is early as expected, then the seller respond emmediately if there are querries.",deliveri earli expect respond emmedi querri,5,0
liget lahat ng items at responsible ang mga may ari ng shop...,liget respons ari shop,5,0
its nice👍🏻👍🏻👍🏻,nice,5,0
siya pinoy pag siya nasa shopee. i love to shop @ the no. 1 online shopping platform!!! 🥰🥰🥰 siyaping siyapi all the time.,pinoy pag nasa love shop onlin shop platform siyap siyapi time,5,0
choices. i love variety and the prices are affordable.,choic love varieti price afford,5,0
"all are in good and nice, but be sure nextime that the picture and specs in the brochure are realistic in the original item receive so that we are not expecting a lot from those products try to be true sothat we can apriciate it from the supplier.....",good nice sure nextim pictur spec brochur realist origin receiv expect lot product tri true sothat aprici supplier,5,0
love shopping on shoppee,love shop,5,0
".xubrang ganda khit mliit., ilike it so much",xubrang ganda khit mliit ilik much,5,0
the customer support team of shopee is excellent,custom support team excel,5,0
keep it up 😊,keep,5,0
ez buy,ez buy,5,0
"i really love shopee. it's the only shopping app i use because of great deals and transactions are safe from scam as sellers only receive payment once you declare parcel is received. however, i can't understand the shipping fee system. there are days i am able to get discounted shipping fee not free if my order is over p500, some days it only allows me to have a discounted shipping if i use shopee pay, and some days i don't pay for shipping at all. as in p0. same store by the way. random days.",realli love shop use great deal transact safe scam receiv payment declar parcel receiv howev understand ship fee system day abl get discount ship fee free order p day allow discount ship use pay day pay ship p store way random day,3,1
this app help me to choose the affordable needs❣😊,help choos afford need,5,0
i love the free delivery,love free deliveri,5,0
using useless couriers. damaging items sending wrong items. this will never stop even if you promise to improve the customer experience. its just impossible until therr is someone sabotaging the image of shopee,use useless courier damag send wrong never stop even promis improv custom experi imposs therr someon sabotag imag,1,1
good app . must try po .,good must tri po,5,0
shopee makes it better than others - i can use shopee coins whenever i shop to buy!,make better other use coin whenev shop buy,5,0
very accessible,access,5,0
nicee...,nice,5,0
if only i can give this app a negative star i will. i have tried this and it worked out fine.that was years ago. and now? you say my location is not supported by courier and everything?! i even put my apartment address located in a city but still doesnt work! im so frustrated! items are cheap indeed but the service is so bad! so you guys out there who are living in a rural area like me. i will not recommend this. it will just waste your time.,give neg star tri work fine year ago say locat support courier everyth even put apart address locat citi still doesnt work im frustrat cheap inde servic guy live rural area like recommend wast time,1,1
"great prices, quality item. legit sellers. thank you shoppee",great price qualiti legit thank,5,0
good i want this,good want,5,0
ads. 🤬,ad,1,1
"please fix new update. when you click shopee shake button, it goes to shopee claw site.",pleas fix new updat click shake button goe claw site,4,0
i like it coz it's affordable,like coz afford,5,0
nice app💓,nice,5,0
easy and convenient 👍,easi conveni,5,0
"so very nice,and ndi pa ako nabokya ni shopee so continue shopping to shopee lagi ako happy pag dumadating parcel ko,and guys support shopee amazing thank you",nice ndi nabokya continu shop lagi happi pag dumad parcel guy support amaz thank,5,0
i love it,love,5,0
it was nice,nice,5,0
"thanks to owner and participating company, you made an excellent and hassle free shopping!!!!! good job!",thank owner particip compani made excel hassl free shop good job,5,0
hindi ako makapag order. omg shoppee please dami ko e oorder paki ayus nmn d ako maka order.,makapag order omg pleas dami e oorder paki ayu nmn maka order,1,1
it is very good fomr,good fomr,5,0
good its just not phone friendly app coz i know it takes so much storage for low budget phones,good phone friendli coz know take much storag low budget phone,4,0
liked it,like,5,0
good service.,good servic,5,0
i like it!,like,5,0
shopee is a great tool for online shopping especially for those busy people. you can almost find everything here so it is stress free and hassle free. issues are very minimal compared to very satisfactory delivery service of shopee. the products are affordable and nice! some of the sellers give freebies especially for their loyal customers. tip: you must look for the ratings and comments of the buyers to at least give you a clue on what to expect of the product that you are planning to order..,great tool onlin shop especi busi peopl almost find everyth stress free hassl free issu minim compar satisfactori deliveri servic product afford nice give freebi especi loyal custom tip must look rate comment buyer least give clue expect product plan order,5,0
"the app is very easy to use. i love shopee's ""receipt"" function which gives the customer more control over damaged or wrong shipments",easi use love receipt function give custom control damag wrong shipment,5,0
made me easy to buy my needs 😊,made easi buy need,5,0
dissatisfied with new update. dami muna siguro lilipat sa lazada kahit ako doon muna oorder,dissatisfi new updat dami muna siguro lilipat lazada muna oorder,1,1
maganda po mabilis po diliver,maganda po mabili po diliv,5,0
ayos lang naman!,ayo,5,0
i hate it i though what i buyed was like a shirt/pants for me but looks like it didn't fit me!!!?!?!?,hate though buy like shirt pant look like fit,1,1
i love shopee very easy to use and shop i love shopee😍😍😍,love easi use shop love,5,0
i like shopee app! their variety of products make online shopping easier. and their customer service is a plus point. it helped me right away with my concerns with shopee pay.,like varieti product make onlin shop easier custom servic plu point help right away concern pay,5,0
this app.is so useful and i love it so much..,use love much,5,0
ok naman good for online shopping,ok good onlin shop,2,1
i like it,like,5,0
amazing and affordable deals❤,amaz afford deal,5,0
sakto lang.,sakto,3,1
goood♥️♥️♥️,goood,5,0
good services,good servic,5,0
"now that i cant go outside, it helps me a lot to shop for the things i needed. love the free vouchers for the shipping and discounts.",cant go outsid help lot shop thing need love free voucher ship discount,5,0
panget ng update nyo hayss,panget updat hayss,1,1
sobrang ganda ❤️,sobrang ganda,5,0
great service! didn't have any problems on the app itself but overall its still pretty great.,great servic problem overal still pretti great,5,0
bobo tangina mo,bobo tangina mo,1,1
im so satisfied in their services...,im satisfi servic,5,0
so many products that you want to buy here.,mani product want buy,5,0
very faster,faster,5,0
"definitely one of the easiest to navigate shopping shop out there, especially the legit hardware/mall no need to get out to grab essentias etc. thank you❤ shopee for being partnership in business bridge from the customer's to seller",definit one easiest navig shop shop especi legit hardwar mall need get grab essentia etc thank partnership busi bridg custom,5,0
shoppee is not a good app.. hindi ako makaorder dahil lang sa phone number na ayaw tanggapin kasi registered na daw siya ... anong meron shoppee?? dati naman nakaorder naman ako tapos matapos iuninstall at iinstall para magorder ulit ... ayaw nanaman .. pakiayos po,good makaord phone number ayaw tanggapin kasi regist daw anong meron dati nakaord tapo matapo iuninstal iinstal magord ulit ayaw nanaman pakiayo po,1,1
top 1 online shopping,top onlin shop,5,0
you look pa,look,5,0
i order more than 50x i guess 😅 you can buy things for affordable price. swak for low budget. i used this for almost 2yrs. its better than lazada love this!! ❤️,order x guess buy thing afford price swak low budget use almost yr better lazada love,5,0
not giving vouchers,give voucher,1,1
this app is helpful.,help,5,0
"malakas kumain ng battery, check niyo sa settings, mas malakas pa sa fb",malaka kumain batteri check niyo set ma malaka fb,3,1
mabilis dumating orders,mabili dumat order,5,0
good shopping,good shop,5,0
very reliable ang customer service.,reliabl custom servic,5,0
nice appssss very easy to use,nice appssss easi use,4,0
very useful apps,use app,2,1
i'm very satisfied,satisfi,5,0
this apps is always request to update and then the signal is very low it's disgusting this apps!.huh!.hope your services will be ok alwaysssssss.......,app alway request updat signal low disgust app huh hope servic ok alwaysssssss,4,0
very quality app no scam good,qualiti scam good,5,0
"i uninstalled my shopee and installedbit again because i can't message the shops that i shop into, it kept saying connecting when in fact my internet connection is clearlyw stable. now that i installednit, i can't log in and it says ""network error. pease try again later."" please fix it, i have so many orders from various shops and i neet to contact them",uninstal installedbit messag shop shop kept say connect fact internet connect clearlyw stabl installednit log say network error peas tri later pleas fix mani order variou shop neet contact,1,1
i love it the product 🥰 ty!,love product ty,5,0
"i don't like this shopping app that much anymore because of the changes on usage of vouchers and in the farm you shake so fast but gives you the small amount water or coins, your wasting my money time & strength not to so good experience anymore with this online shopping app.",like shop much anymor chang usag voucher farm shake fast give small amount water coin wast money time strength good experi anymor onlin shop,1,1
i love this shopee online. but some seller not good. because the items they deliver not complete pls check your seller. thank you,love onlin good deliv complet pl check thank,5,0
very useful app,use,5,0
maganda yung app kasi maraming item na mura at free shipping.,maganda kasi maram mura free ship,5,0
nice app for shopping,nice shop,5,0
this app so great and useful.,great use,5,0
your ads is very disturbing tskkk!!!!!,ad disturb tskkk,1,1
i always enjoyed my purchases. some understandable delay on shipping but nothing too crazy.,alway enjoy purchas understand delay ship noth crazi,5,0
two star,two star,2,1
"stupid, i have tried your advice for months, no results, just bs from your automated replied and talking to your different customer supporters every times. hope, you could do better than. sincerely",stupid tri advic month result bs autom repli talk differ custom support everi time hope could better sincer,1,1
every month is a budol month! have so many great buys from this app... love the free shipping vouchers and discounts,everi month budol month mani great buy love free ship voucher discount,5,0
"the way i question to the owner or chat with them , there answer is not helpful and hard to understand the way i want help from them , please be humble and try to understand what customer trying to ask or need help from us.",way question owner chat answer help hard understand way want help pleas humbl tri understand custom tri ask need help us,5,0
very happy with shopee,happi,5,0
happy shoppeee,happi shoppee,5,0
"thank you shopee, your my lofe saviour 😊",thank lofe saviour,5,0
nice good,nice good,5,0
only one voucher can be used? then you deserve a 1 star. i can apply multiple vouchers in lazada even up to 4 and sometimes 5 vouchers.,one voucher use deserv star appli multipl voucher lazada even sometim voucher,1,1
umorder ako ibang item dumating. punyeta. antagal pa ng reply ng after sales support. its been a week na wala pang solusyon ang reklamo ko.,umord ibang dumat punyeta antag repli sale support week wala pang solusyon reklamo,1,1
fast delivery accomodating sellers... okay nman yung shopee wallet lng talaga di ko ngagamit. dami ko issue s paggawa.. gumawa p lo ng isang account then need pala yung shopee pin may laman pero di ko magamit... tsk,fast deliveri accomod okay nman wallet lng talaga ngagamit dami issu p lo account need pala pin laman magamit tsk,3,1
yeye,yey,5,0
legit,legit,5,0
satisfied.,satisfi,5,0
sana legit lahat,sana legit,1,1
so happy!!!,happi,5,0
my account is verified but suddenly has been suspended so i submitted a form to reactivate my account november 2021 until now there is no answer or explanation why they cant reactivate my account!,account verifi suddenli suspend submit form reactiv account novemb answer explan cant reactiv account,1,1
thankyou shoppe,thankyou shopp,5,0
very nice and convenient shopping online,nice conveni shop onlin,5,0
dont like the j&t courier.,dont like j courier,3,1
nice shoppee,nice,5,0
the video cam del.in the good condition,video cam del good condit,4,0
"overseas orders ship tooooo long. i think shopee needs to improve and 
advise their seller to ship it immediately.thanks",oversea order ship tooooo long think need improv advis ship immedi thank,2,1
nice app for buying house needs!,nice buy hous need,5,0
i never expected that i will be satisfy this much...thank you seller for meeting my expectation lookong forward for more shipment with you kuddos to you more more sales..hoping it will not tarnish thanks much,never expect satisfi much thank meet expect lookong forward shipment kuddo sale hope tarnish thank much,5,0
this application is okay but the problem is when your trying to login using other phone and you need to send the verification code the only way to get it is from phone number that registered on it what if the phone was lost and you dont have access to that number anymore? you should put other option so we can recover our account. it pisses me off i cant get back my account,applic okay problem tri login use phone need send verif code way get phone number regist phone lost dont access number anymor put option recov account piss cant get back account,2,1
its nice and easy to use to buy the things that needed.,nice easi use buy thing need,5,0
very safisty when i ordered any items,safisti order,5,0
super love this app,super love,5,0
i rated 5 stars kc ok lhat orders ko,rate star kc ok lhat order,5,0
prices of goods being sold are very competitive as well as its quality. delivery is fast and j&t courier's personnel are courteous and accommodating to customers.,price good sold competit well qualiti deliveri fast j courier personnel courteou accommod custom,5,0
mag sara na kayo walang kwinta!,mag sara kayo kwinta,1,1
awesome apps,awesom app,5,0
super solid talaga ni shopee habang tumatagal mas lalong gumaganda ang pag order sa app na ito🥰,super solid talaga tumatag ma lalong gumaganda pag order,5,0
"i really really like the app, it will give us coins and everything... and the sellers too were very friendly and helpful.",realli realli like give us coin everyth friendli help,5,0
affordable price,afford price,5,0
so faaar so good mukhang dito ako maghihirap hahahah char,faaar good mukhang maghihirap hahahah char,5,0
very caring,care,5,0
good online store for lock down,good onlin store lock,5,0
excellent!!,excel,5,0
"nice, i need voucher lol",nice need voucher lol,5,0
"lately, this app's been suspiciously giving. i've reviewed a seller and gave it a negative feedback .because the seller forcely sold the item i accidentally bought twice.but they decided to hide my review.",late suspici give review gave neg feedback forc sold accident bought twice decid hide review,1,1
ecxellent,ecxel,5,0
mas mura at affordable dito compare sa iba.,ma mura afford compar,5,0
nice and good quality ng mga product. mababait pa ang mga delivery boy. sulit talaga umorder...mababa ang presyo pero maganda ang kalidad,nice good qualiti product mababait deliveri boy sulit talaga umord mababa presyo maganda kalidad,5,0
good masang masa,good masang masa,4,0
very nice app..,nice,5,0
butas ang bulsa sa inyo. maraming salamat! 😂,buta bulsa inyo maram salamat,5,0
too many ads from shoppee,mani ad,1,1
i am disappointed in this app..,disappoint,3,1
napaka ganda mamili madaming mura na kayangkaya sa budjet,ganda mamili madam mura kayangkaya budjet,5,0
hotdog hotdog hotdog hotdog,hotdog hotdog hotdog hotdog,5,0
❤️❤️ medjo yung ibang seller ditu is dapat ma banned kase scam.,medjo ibang ditu ban kase scam,4,0
fast shipping....customer is valued and protected,fast ship custom valu protect,5,0
always restricted,alway restrict,1,1
so helpful and useful,help use,5,0
im a satisfied customer.fast deivery of orders.,im satisfi custom fast deiveri order,5,0
the product are excellent,product excel,5,0
excellent 👍,excel,5,0
good deals..,good deal,5,0
good to use in business,good use busi,4,0
good quality! thank you so much shopee!,good qualiti thank much,5,0
very good job,good job,5,0
good pacgkeging good seller .......i love it,good pacgkeg good love,5,0
"amazing and fast app, satisfying",amaz fast satisfi,5,0
nice app for online shopping transactions. safe and user friendy!,nice onlin shop transact safe user friendi,4,0
too slow! error on loading products. dont blame my 25mbps internet connection. i can't search ny products,slow error load product dont blame mbp internet connect search ny product,1,1
matagal delivery!! useless yung sale nyo nung 12.12 kung walang update sa parcel namin. kahit malapit yung hub sa area ko di man lang naddeliver almost 2 week na items ko,matag deliveri useless sale nung updat parcel malapit hub area man naddeliv almost week,1,1
"coin rebates, discounts and shipping discounts are my favorites in this app.. very useful to me.. and oh.. livestreaming is somewhat entertaining.. i got yo know lady gagita.. oppsss.. they removed lady g so i'm not that happy anymore.. i had to edit my ratings also",coin rebat discount ship discount favorit use oh livestream somewhat entertain got yo know ladi gagita oppsss remov ladi g happi anymor edit rate also,3,1
i l0ve sh0pee 😍😊,l sh pee,5,0
i love this app.never akong nadis appoint sa mga inorder ko at hindi hasle..🥰🥰🥰🥰,love never akong nadi appoint inord hasl,5,0
easy to navigate the app and shopping made convenient.,easi navig shop made conveni,5,0
where is the cod? can't buy.. there is cod in the payment method!,cod buy cod payment method,1,1
very nice and good,nice good,5,0
can't even refund,even refund,1,1
early arrival of parcel,earli arriv parcel,5,0
"i love this app, it enables me to shop even in this time of pandemic. it is hassle free and stress free.",love enabl shop even time pandem hassl free stress free,5,0
"excellent service, thanks shopee no.1",excel servic thank,5,0
hi i hope you improve your refund process....i cannot update my data or account because you keep asking for veridication which you send to an old no. that is ni longer exist...for that matter i cannot get back my 600 pesos refund,hi hope improv refund process cannot updat data account keep ask verid send old longer exist matter cannot get back peso refund,3,1
it's not as good as before because i can't use my free shipping vouchers cuz almost all free shipping vouchers are for shopee pay and selected shops. i hope you give away more usable vouchers for your customers to use.,good use free ship voucher cuz almost free ship voucher pay select shop hope give away usabl voucher custom use,3,1
hindi muna kailangan lumabas pa ng bahay pra bumili ng kailangan mo. thank you shoppee,muna lumaba bahay pra bumili mo thank,5,0
because the item is discount,discount,5,0
very good..,good,5,0
lipat na sa lazada free shipping+discount voucher+cashback pwede magamit at the same time 😏,lipat lazada free ship discount voucher cashback pwede magamit time,1,1
im addicting to more shopping to this app,im addict shop,5,0
user friendly.,user friendli,5,0
awesomee💋,awesome,1,1
happy mura ang mga bilihin at halos legit po lahat kaya salamat po sa shoppee 😁😁,happi mura bilihin halo legit po salamat po,5,0
very nice application no need to shop outside easy transaction.,nice applic need shop outsid easi transact,5,0
toni g👎,toni g,1,1
it was convenient and fast transactions and dont need to go to mall for the christmas rush...,conveni fast transact dont need go mall christma rush,5,0
thank you shopee 😀😀😀😀,thank,5,0
"products are sortly cheap in price but some of the products are not that high quality maybe its because there are many sellers that are not true in selling out the reality of their products quality and standard. hope that shopee will screen what their sellers are offering before it will be sent to the buyers. in this way, the trust of the buyers and their loyalty will be given to shopee.",product sortli cheap price product high qualiti mayb mani true sell realiti product qualiti standard hope screen offer sent buyer way trust buyer loyalti given,3,1
good and affordable,good afford,4,0
very nice apps ... i will recommended this apps to my friends and relativrs,nice app recommend app friend relativr,5,0
"uhm, pag dating sa item okay naman siya, well sa susunod ko pang order sana okay pa rin sila kaya 4 star mo na...",uhm pag date okay well susunod pang order sana okay rin star mo,4,0
fabulous app,fabul,5,0
it's a good app... very usable,good usabl,5,0
useful..,use,5,0
all my favorite is here,favorit,5,0
excellent quality will order again and again,excel qualiti order,4,0
best online shop,best onlin shop,5,0
i have good experience for this free shipping when i buy some product and i love they giving me a voucher and shopee coin voucher which i can use it to lessen the price of the product,good experi free ship buy product love give voucher coin voucher use lessen price product,5,0
"every comportable to use, to buy things easily",everi comport use buy thing easili,5,0
its nice sbopping here,nice sbop,5,0
magaganda naman qt maayos ang mga natatangap ko na item,magaganda qt maayo natatangap,5,0
nice apps..😍😍😍,nice app,5,0
isang buwan na yung parcel ko sa hub tapos idedeliever nila pag wala nang pera tapos yung nag dedeliever galit😡😡😡,buwan parcel hub tapo idedeliev pag wala nang pera tapo nag dedeliev galit,1,1
easy to use for shop.,easi use shop,5,0
a very good experience. very satisfied with the product. thanks shoppee.,good experi satisfi product thank,5,0
keep it up 👍,keep,5,0
waiting is worthy no regrets thank you shoppe,wait worthi regret thank shopp,5,0
perfect for online shopping. just be careful to those stores that scam.,perfect onlin shop care store scam,4,0
goods app,good,5,0
napaka convinient at legit mga free items at vouchers.,convini legit free voucher,5,0
great app! fast approval in spaylater and sloan ❤️,great fast approv spaylat sloan,5,0
"very accommodating specially in this pandemic situation, we can easily get the product we want, because everything is in there already in this app, and of course unlimited order comes in the door step.",accommod special pandem situat easili get product want everyth alreadi cours unlimit order come door step,4,0
immediately tags your product review as irrelevant without actually looking at your review. it just uses bots. i created an unboxing video and pasted a link but the review was tagged irrelevant for the repeated words. worst shopee experience.,immedi tag product review irrelev without actual look review use bot creat unbox video past link review tag irrelev repeat word worst experi,1,1
"d best ka shopee tengs,,,,,",best teng,5,0
love itttt,love itttt,5,0
happy and thank you shopee❤️,happi thank,5,0
so happy to have shoppe thank you so much,happi shopp thank much,5,0
tangina subra log ng apps na to napindot muna di pa na sunod kaya nadami ang order ko palpak ang gumawa nito. kahit sa ibang phone ni try ko ganon din napaka bagal daig pa ng lazada apps.kunting pindot lang labasan agad samantalang shoppe nyo napindot na ng ilang beses di pa na open naka hang lang.,tangina subra log app napindot muna sunod nadami order palpak ibang phone tri ganon bagal daig lazada app kunt pindot labasan agad samantalang shopp napindot ilang bese open naka hang,1,1
shopee you're great. keep up the good work,great keep good work,5,0
"i enjoyed using shopee, quite cheap when it comes to shipping fee than the other app. also, your shopeepay payment method is very convenient to use.",enjoy use quit cheap come ship fee also shopeepay payment method conveni use,5,0
work on your logistics everything is very slow to arrive.,work logist everyth slow arriv,1,1
tnks shoppe,tnk shopp,5,0
zm,zm,5,0
it makes my shopping life more easier..,make shop life easier,5,0
satisfied costumer,satisfi costum,5,0
👎👎👎👎👎👎 bwesit need ba tlaga updaye lge,bwesit need ba tlaga upday lge,1,1
very good and very nice app! super convinient!,good nice super convini,5,0
i love it😘😘😘😘,love,5,0
"shopee is like a scammer app to their sellers , a lots of deduction and fees and adjustment and have a lot of bug",like scammer lot deduct fee adjust lot bug,1,1
trusting your services,trust servic,5,0
hindi po ako makaorder sa inyo.. loacation unavailable..,po makaord inyo loacat unavail,1,1
usually hindi tama yong mga order na dumating at kulang ang item pagdating..mga kulay at sizes hindi magkatugma sa mga order..,usual tama yong order dumat pagdat kulay size magkatugma order,1,1
ok naman sana dati kaso di ko maintindihan kahit preferred seller di ako makapag order dahil sa unsupported address.. according sa seller nagbago na daw kasi si shopee ng policy or courier... dati naman kahit black arrow pwede makapag deliver ngayon di na... sana maayos yung sa delivedy,ok sana dati kaso maintindihan prefer makapag order unsupport address accord nagbago daw kasi si polici courier dati black arrow pwede makapag deliv sana maayo delivedi,1,1
the app it self is good and i'm rating 5 shopee because of the seller jhenvillanueva. she is the perfect seller that other seller should follow.,self good rate jhenvillanueva perfect follow,5,0
some sellers are not responsive to the message and some of the quality is bad but most of the time it's nice to use shoppe for online shopping,respons messag qualiti time nice use shopp onlin shop,4,0
poor process and customer service😢,poor process custom servic,1,1
usefull app,useful,5,0
"panget na ng shopee, mga kurakot na ata ang raming pangit na sa app di naman magamit yung welcome vouchers, tapos bawal 2 vouchers, tas may admin fee pa sa cash in, and ang raming times na laging error sa paggamit ng vouchers panget mo na shopee kadiri",panget kurakot ata rame pangit magamit welcom voucher tapo bawal voucher ta admin fee cash rame time lage error paggamit voucher panget mo kadiri,1,1
vp,vp,5,0
thank you very much! i'm using it everyday. the product is ok with the price. delivery is fast.,thank much use everyday product ok price deliveri fast,4,0
panget pag nag sesend ka ng video sa chat nadedegrade ang fps 😠,panget pag nag sesend video chat nadedegrad fp,1,1
love this so much,love much,5,0
love shopping at shoppee.😍😍😍,love shop,5,0
sometimes i experience some wrong products..but not. always.. i love to order at shoppee. coz its only 2 days its already at your doorsteps.. so nice and good.. thanks shoppee,sometim experi wrong product alway love order coz day alreadi doorstep nice good thank,5,0
nice!!!,nice,5,0
having very nice experience in shopping at shoppe thanks a lot. wish for more.,nice experi shop shopp thank lot wish,5,0
"maganda ung tela super..,......",maganda ung tela super,5,0
great job...,great job,5,0
i give you 5 star shopee favorite online shopping 🛒🛒 thanks 😊,give star favorit onlin shop thank,5,0
it ships the item fast,ship fast,5,0
legit❤❤❤❤❤❤❤❤❤,legit,5,0
uodate now,uodat,5,0
fantastic,fantast,5,0
easy and convinient shopping spree...low price,easi convini shop spree low price,5,0
completable,complet,5,0
goodjob shopee!!!keep it up!,goodjob keep,5,0
why i can't sign up to this application? paki ayos naman po,sign applic paki ayo po,1,1
dahil si meme vice ang endorser niyo ngayon mag install ulit ako..5⭐ agad.thank you for choosing her.💓🩷,si meme vice endors niyo mag instal ulit agad thank choos,5,0
"very helpful, no need to go out and shop",help need go shop,5,0
very usefull apps for me..thankz shopee,useful app thankz,5,0
tang ina shoppe ano ba yang bagong update niyo nakakainis need ba mag verified sa mukha para maka order🤬🤬🤬🤬🤬🤬need ba ng if para maka order🤬🤬🤬 tssskkkj,tang ina shopp ba yang bagong updat niyo nakakaini need ba mag verifi mukha maka order need ba maka order tssskkkj,1,1
affordable prices and high quality products.,afford price high qualiti product,5,0
lagi akong nag oorder sa shopee. pero i suggest na kapag yung product sold out na dapat may reminder kung kelan magkakaron ng stock or add to wishlist para kapag nagkastock na magkakareceive ng notif na back on stock na ulit yung product na gusto namin.,lagi akong nag oorder suggest product sold remind kelan magkakaron stock add wishlist nagkastock magkakarec notif back stock ulit product,5,0
it was a good experience!,good experi,5,0
thanks shopee👍👍 i love this app..easy to use.. and affordable items❤️❤️❤️❤️,thank love easi use afford,5,0
great fast delivery,great fast deliveri,5,0
best app ever🥰🥰🥰,best ever,5,0
verry helpful app,verri help,5,0
helpful app,help,5,0
i have a lot of experiences,lot experi,1,1
super goodddddd apppp 💛💛💛,super goodddddd apppp,5,0
this apps is good but it keeps lagging and malfunctioning.,app good keep lag malfunct,4,0
rolly lucapa,rolli lucapa,5,0
all goods 😉💕💕,good,5,0
kaka excite mag add to cart hahahaha hanggang add to cart lang ako,kaka excit mag add cart hahahaha add cart,5,0
"nakaklaibang pala mabudol...,char...😍",nakaklaibang pala mabudol char,5,0
better than other online shopping....,better onlin shop,5,0
hi hello okay lang naman experience ko maganda pero mas maganda ako🙄 ayun okay naman love ittt!😩❤,hi hello okay experi maganda ma maganda ayun okay love ittt,5,0
when i add a product and select a brand it will freezes and cannot do anything. i'm comfortable and easy to use the old version when it's not updating. 😩,add product select brand freez cannot anyth comfort easi use old version updat,2,1
it was a great way shopping at shopee but more more shipping free pls. salamat shopee😁,great way shop ship free pl salamat,5,0
shopee is the best 😊,best,5,0
may sale kayo ih,sale kayo ih,5,0
the best online shopping app...easy to buy and smart friendly app store..,best onlin shop easi buy smart friendli store,5,0
pag na addict ka sa pag gamit ng apps na ito sigurado ubos pera mo😄😄,pag addict pag gamit app sigurado ubo pera mo,4,0
"will make this 1 star since shopee is being greedy when it comes to payments and bills. like what the hell? all the transactions now, as in now, needs 51pesos and other fees? kulang pa ba kita nyooo?! kakasura!! mag lazada nalang kayo bhie",make star sinc greedi come payment bill like hell transact need peso fee ba kita nyooo kakasura mag lazada nalang kayo bhie,1,1
"very useful apps, maganda talaga dito. at napaka hands on ng mga seller. ☺️ kaya five star kayo.",use app maganda talaga hand five star kayo,5,0
verry accomodating,verri accomod,5,0
my favorite online shop app! keep improving!,favorit onlin shop keep improv,5,0
nice online shopping...,nice onlin shop,5,0
it's slow in loading the app while it always need to be updated. lol.,slow load alway need updat lol,2,1
very nice app... nakakatipid talaga.lalo na kapag sale. legit items,nice nakakatipid talaga lalo sale legit,5,0
solomot shopi,solomot shopi,5,0
"i really really really love this app! pero nung last update ko nung 8.8 lahat ng games and some hindi na gumana sa phone ko, ewan ko kung bakit nakaka inis lng kc di ako maka kuha ng madaming coins 😭 kc di ako maka pag laro ng games hyssss gstong gsto ko sya kc my small bussiness ako online and sa shopee ako umoorder",realli realli realli love nung last updat nung game gumana phone ewan nakaka ini lng kc maka kuha madam coin kc maka pag laro game hyssss gstong gsto sya kc small bussi onlin umoord,2,1
easy to order and very fast to deliver,easi order fast deliv,5,0
it was so good,good,5,0
supperrrrrrrrr!,supperrrrrrrrr,5,0
thank you shopee!,thank,5,0
it's a good online shop 👍,good onlin shop,5,0
sobrang lag yung app,sobrang lag,1,1
"disappointed, limited free shipping vouchers",disappoint limit free ship voucher,1,1
experience in good service,experi good servic,5,0
nice app i bought a lot from this mobile app service.. salamat shopee,nice bought lot mobil servic salamat,5,0
napaka dali lang mag delver.at magaganda ang item na nakukuba ko...good ..,dali mag delver magaganda nakukuba good,5,0
legit items :),legit,5,0
most of my orders are good.,order good,5,0
ok po yung item.happy po ako.i buy again. ty,ok po happi po buy ty,5,0
thank you shopee!!!,thank,5,0
i like it very excellent customer service,like excel custom servic,5,0
shopee is a great online shop for me..and i really thankful that they gave me a credit line increase..thank you for trusting me...,great onlin shop realli thank gave credit line increas thank trust,5,0
i enjoyed online shopping 😁,enjoy onlin shop,5,0
good app! but i hope it can also have a feature where we can contact and chat thru this app the person/rider who will deliver our parcel,good hope also featur contact chat thru person rider deliv parcel,4,0
excellent they have a good seller and good quality... love shoppee ❤️❤️❤️,excel good good qualiti love,5,0
very useful app!,use,5,0
super nice app. many nice items.,super nice mani nice,5,0
super nakakainis ang ad,super nakakaini ad,1,1
so far i'm not having problems with this app,far problem,5,0
